Name,10th_marks,12th_marks,Stream,Skills,Interests,Personality,Recommended_Career
Priya_1773,91,71,Commerce,"Film Making, Communication, Adobe Suite",Art,INFP,Content Writer
Neha_1774,92,95,Commerce,"Sales, Marketing, Financial Analysis",Business,INTJ,Business Analyst
Karan_1775,80,92,Science,"Management, Analytics, Marketing",Business,ISFP,Business Analyst
Ravi_1776,79,75,Science,"ML, Python, Networking",Tech,ENFP,Data Analyst
Ravi_1777,86,77,Commerce,"Cybersecurity, Networking, Python",Tech,INTP,Cybersecurity Analyst
Neha_1778,76,61,Arts,"Management, Accounting, Sales",Business,INTP,Accountant
Sneha_1779,70,92,Commerce,"Graphic Design, Adobe Suite, Creativity",Art,INFJ,Film Director
Arun_1780,81,79,Arts,"Deep Learning, Networking, Python",Tech,INTP,Cybersecurity Analyst
Karan_1781,84,73,Arts,"Communication, Storytelling, Adobe Suite",Art,ISFP,Graphic Designer
Rahul_1782,61,70,Commerce,"Graphic Design, Creativity, Communication",Art,INFP,Content Writer
John_1783,73,72,Arts,"Financial Analysis, Analytics, Management",Business,INFP,Marketing Manager
Priya_1784,71,87,Commerce,"Cybersecurity, AI, Data Analysis",Tech,INFJ,Data Analyst
Arun_1785,85,97,Science,"Writing, Film Making, Storytelling",Art,INFJ,Film Director
Karan_1786,98,85,Arts,"Python, Cybersecurity, Networking",Tech,ISTJ,Cybersecurity Analyst
Arun_1787,93,85,Arts,"Deep Learning, Data Analysis, Cybersecurity",Tech,ENFP,Data Analyst
Arun_1788,88,73,Science,"Writing, Film Making, Creativity",Art,INTP,Content Writer
Maya_1789,84,88,Commerce,"Storytelling, Adobe Suite, Communication",Art,INTJ,Film Director
Aditi_1790,81,91,Science,"Financial Analysis, Accounting, Excel",Business,INFP,Accountant
Ravi_1791,82,83,Commerce,"AI, Networking, Deep Learning",Tech,ISTJ,Data Scientist
Rahul_1792,88,99,Science,"Communication, Creativity, Storytelling",Art,ESTJ,Content Writer
John_1793,68,85,Science,"Data Analysis, Python, ML",Tech,ENTJ,Data Scientist
Karan_1794,63,71,Arts,"ML, Cybersecurity, Python",Tech,INFP,Cybersecurity Analyst
Maya_1795,73,80,Arts,"ML, Data Analysis, Cybersecurity",Tech,ESTJ,Data Scientist
Arun_1796,99,99,Commerce,"Financial Analysis, Analytics, Sales",Business,ENTJ,Accountant
Priya_1797,79,60,Arts,"ML, Data Analysis, Statistics",Tech,ENTJ,Data Analyst
Maya_1798,84,93,Commerce,"Marketing, Accounting, Analytics",Business,ENTJ,Accountant
Aditi_1799,74,78,Arts,"Statistics, AI, Cybersecurity",Tech,ENTJ,Data Analyst
Ravi_1800,97,78,Science,"Graphic Design, Communication, Storytelling",Art,INFJ,Content Writer
Sneha_1801,69,90,Commerce,"Graphic Design, Film Making, Communication",Art,ESTJ,Film Director
John_1802,92,71,Arts,"Communication, Storytelling, Creativity",Art,INFP,Graphic Designer
Maya_1803,69,72,Commerce,"Marketing, Analytics, Sales",Business,ESTJ,Accountant
Aditi_1804,62,72,Arts,"Networking, AI, Cybersecurity",Tech,ISTJ,AI Engineer
Karan_1805,65,70,Arts,"Statistics, ML, Deep Learning",Tech,ENFP,Cybersecurity Analyst
Maya_1806,88,70,Commerce,"Marketing, Financial Analysis, Sales",Business,ESTJ,Accountant
Ravi_1807,89,68,Science,"Statistics, Python, Data Analysis",Tech,INTJ,Cybersecurity Analyst
Neha_1808,71,83,Arts,"AI, ML, Data Analysis",Tech,INTJ,Data Scientist
Rahul_1809,94,75,Commerce,"Analytics, Excel, Sales",Business,ISFP,Marketing Manager
Ravi_1810,77,60,Arts,"Analytics, Excel, Marketing",Business,ENFP,Business Analyst
Arun_1811,72,75,Arts,"Marketing, Financial Analysis, Analytics",Business,INFP,Marketing Manager
Karan_1812,97,79,Science,"Marketing, Sales, Accounting",Business,ISTJ,Marketing Manager
Priya_1813,93,83,Science,"Analytics, Marketing, Management",Business,INFP,Accountant
Neha_1814,83,88,Science,"Management, Excel, Analytics",Business,INTP,Accountant
Maya_1815,61,66,Arts,"Film Making, Adobe Suite, Storytelling",Art,INFJ,Content Writer
Priya_1816,73,61,Science,"Networking, Data Analysis, Statistics",Tech,INTJ,Data Analyst
Sneha_1817,80,82,Science,"Excel, Financial Analysis, Analytics",Business,INTP,Marketing Manager
John_1818,79,73,Commerce,"Python, Statistics, AI",Tech,ESTJ,Cybersecurity Analyst
Maya_1819,68,97,Commerce,"AI, Cybersecurity, Deep Learning",Tech,ENTJ,Data Scientist
Priya_1820,100,67,Science,"Writing, Creativity, Adobe Suite",Art,INTP,Film Director
Aditi_1821,100,73,Science,"Marketing, Sales, Analytics",Business,INTP,Accountant
Ravi_1822,63,87,Science,"ML, Networking, Python",Tech,ENFP,Data Scientist
Aditi_1823,83,79,Science,"Networking, ML, AI",Tech,ESTJ,Data Analyst
Rahul_1824,95,63,Commerce,"Financial Analysis, Marketing, Accounting",Business,INFP,Business Analyst
John_1825,72,70,Arts,"ML, Networking, Cybersecurity",Tech,INTJ,AI Engineer
Priya_1826,92,91,Commerce,"Financial Analysis, Sales, Marketing",Business,ISFP,Business Analyst
Arun_1827,80,96,Commerce,"Writing, Storytelling, Film Making",Art,ENTJ,Graphic Designer
Sneha_1828,63,74,Science,"ML, Statistics, Python",Tech,ISFP,Cybersecurity Analyst
Maya_1829,73,60,Science,"Marketing, Management, Financial Analysis",Business,ENFP,Marketing Manager
Aditi_1830,75,64,Science,"Analytics, Excel, Financial Analysis",Business,INTP,Accountant
Aditi_1831,67,76,Commerce,"Analytics, Management, Accounting",Business,INFP,Marketing Manager
Ravi_1832,86,100,Science,"Deep Learning, Python, ML",Tech,INTP,Data Analyst
Priya_1833,77,60,Arts,"ML, Data Analysis, Deep Learning",Tech,ENTJ,AI Engineer
Rahul_1834,87,86,Science,"Sales, Management, Excel",Business,INTJ,Marketing Manager
John_1835,85,95,Arts,"Graphic Design, Storytelling, Writing",Art,ISFP,Film Director
Priya_1836,86,94,Science,"Data Analysis, Cybersecurity, Statistics",Tech,INTJ,Cybersecurity Analyst
Maya_1837,85,63,Arts,"Communication, Graphic Design, Storytelling",Art,ISFP,Graphic Designer
Priya_1838,78,78,Arts,"Deep Learning, Statistics, Cybersecurity",Tech,INTP,Cybersecurity Analyst
Aditi_1839,73,88,Arts,"Communication, Adobe Suite, Film Making",Art,INFJ,Content Writer
Ravi_1840,90,76,Science,"Python, Networking, Deep Learning",Tech,ENTJ,Cybersecurity Analyst
Neha_1841,97,72,Science,"Analytics, Accounting, Sales",Business,ESTJ,Accountant
Priya_1842,69,76,Commerce,"Excel, Financial Analysis, Marketing",Business,ISTJ,Accountant
Rahul_1843,67,82,Commerce,"Deep Learning, Data Analysis, Cybersecurity",Tech,INFJ,Data Scientist
Ravi_1844,88,76,Science,"Writing, Film Making, Graphic Design",Art,ISTJ,Graphic Designer
Priya_1845,60,60,Commerce,"AI, Python, Networking",Tech,INFJ,Cybersecurity Analyst
Sneha_1846,81,95,Science,"Film Making, Creativity, Communication",Art,ISTJ,Content Writer
Karan_1847,98,92,Arts,"Networking, Python, AI",Tech,INFJ,AI Engineer
Ravi_1848,68,98,Commerce,"Excel, Accounting, Marketing",Business,INTP,Accountant
Sneha_1849,67,72,Science,"Marketing, Accounting, Financial Analysis",Business,ESTJ,Business Analyst
John_1850,73,88,Science,"Graphic Design, Film Making, Storytelling",Art,ENFP,Graphic Designer
Priya_1851,97,82,Commerce,"Graphic Design, Storytelling, Communication",Art,ISFP,Film Director
Rahul_1852,69,64,Arts,"Management, Accounting, Sales",Business,ENTJ,Marketing Manager
Ravi_1853,69,79,Arts,"Cybersecurity, Networking, Deep Learning",Tech,ISTJ,AI Engineer
Rahul_1854,77,95,Arts,"Financial Analysis, Marketing, Accounting",Business,ESTJ,Marketing Manager
Rahul_1855,60,95,Commerce,"Marketing, Management, Accounting",Business,ESTJ,Business Analyst
Aditi_1856,79,66,Commerce,"ML, Networking, Data Analysis",Tech,ESTJ,Data Scientist
John_1857,80,66,Commerce,"Marketing, Analytics, Financial Analysis",Business,ESTJ,Accountant
Maya_1858,85,92,Science,"Film Making, Graphic Design, Creativity",Art,ISTJ,Graphic Designer
Karan_1859,73,60,Arts,"Film Making, Writing, Graphic Design",Art,ISTJ,Content Writer
Priya_1860,85,65,Arts,"Marketing, Sales, Analytics",Business,ENFP,Accountant
Maya_1861,92,76,Commerce,"Graphic Design, Communication, Creativity",Art,ISTJ,Graphic Designer
Neha_1862,93,93,Science,"Statistics, AI, Data Analysis",Tech,ISTJ,AI Engineer
Sneha_1863,84,93,Commerce,"ML, Deep Learning, Statistics",Tech,INTJ,Data Scientist
Arun_1864,78,74,Commerce,"Marketing, Management, Sales",Business,INFP,Marketing Manager
Aditi_1865,60,85,Science,"Management, Analytics, Accounting",Business,INTJ,Business Analyst
Arun_1866,60,81,Arts,"Communication, Graphic Design, Adobe Suite",Art,ISFP,Content Writer
Neha_1867,68,73,Commerce,"Communication, Graphic Design, Writing",Art,ISFP,Content Writer
Arun_1868,67,67,Arts,"Marketing, Sales, Excel",Business,ISTJ,Business Analyst
Rahul_1869,95,79,Commerce,"Analytics, Marketing, Management",Business,INTP,Business Analyst
Aditi_1870,91,87,Science,"Sales, Financial Analysis, Accounting",Business,ENTJ,Accountant
Arun_1871,77,95,Commerce,"Python, Networking, Statistics",Tech,ISFP,Data Scientist
Sneha_1872,77,61,Commerce,"Cybersecurity, ML, Python",Tech,INTP,AI Engineer
Arun_1873,74,88,Science,"Data Analysis, ML, Python",Tech,ISTJ,Cybersecurity Analyst
Sneha_1874,97,74,Commerce,"Creativity, Communication, Writing",Art,INFP,Content Writer
Sneha_1875,97,98,Commerce,"Marketing, Management, Financial Analysis",Business,INTP,Business Analyst
Neha_1876,64,92,Commerce,"Communication, Adobe Suite, Graphic Design",Art,ISFP,Content Writer
Rahul_1877,83,89,Science,"Accounting, Financial Analysis, Marketing",Business,ISTJ,Marketing Manager
Ravi_1878,98,69,Commerce,"Management, Marketing, Sales",Business,INTJ,Accountant
Aditi_1879,63,95,Arts,"Adobe Suite, Communication, Writing",Art,INFP,Graphic Designer
Ravi_1880,62,100,Science,"Analytics, Excel, Financial Analysis",Business,ISFP,Business Analyst
Priya_1881,83,87,Arts,"Adobe Suite, Storytelling, Communication",Art,ISFP,Content Writer
Karan_1882,86,77,Science,"Python, Networking, Deep Learning",Tech,ISTJ,Data Analyst
Maya_1883,79,75,Commerce,"Communication, Creativity, Adobe Suite",Art,INFP,Graphic Designer
Ravi_1884,65,85,Science,"Networking, Cybersecurity, Statistics",Tech,ISFP,AI Engineer
Arun_1885,76,94,Commerce,"Networking, ML, Cybersecurity",Tech,INTJ,Data Analyst
Priya_1886,86,75,Commerce,"Statistics, Deep Learning, Networking",Tech,INTP,Cybersecurity Analyst
Neha_1887,75,95,Arts,"Storytelling, Adobe Suite, Film Making",Art,INFP,Content Writer
Arun_1888,83,94,Commerce,"Marketing, Excel, Management",Business,INFJ,Marketing Manager
Sneha_1889,85,67,Science,"Statistics, AI, ML",Tech,INFP,Cybersecurity Analyst
Neha_1890,89,70,Science,"Networking, AI, Cybersecurity",Tech,INTP,Data Analyst
Aditi_1891,90,63,Science,"Analytics, Financial Analysis, Sales",Business,INFP,Accountant
Maya_1892,61,90,Commerce,"Creativity, Film Making, Graphic Design",Art,ENFP,Film Director
Priya_1893,60,73,Arts,"Networking, Data Analysis, AI",Tech,ISTJ,AI Engineer
Arun_1894,64,73,Commerce,"Cybersecurity, Data Analysis, Deep Learning",Tech,INTP,Cybersecurity Analyst
Arun_1895,85,69,Arts,"Adobe Suite, Creativity, Storytelling",Art,ENTJ,Graphic Designer
Maya_1896,63,93,Science,"Management, Accounting, Analytics",Business,INTJ,Marketing Manager
Karan_1897,75,67,Science,"Python, Deep Learning, Networking",Tech,ENTJ,Data Analyst
Karan_1898,87,70,Science,"Deep Learning, AI, Python",Tech,ESTJ,Cybersecurity Analyst
Maya_1899,90,93,Arts,"Excel, Accounting, Financial Analysis",Business,INFJ,Marketing Manager
John_1900,92,63,Science,"Analytics, Excel, Marketing",Business,ESTJ,Accountant
Maya_1901,70,61,Science,"Communication, Creativity, Graphic Design",Art,ISTJ,Graphic Designer
John_1902,74,71,Science,"Python, Data Analysis, Cybersecurity",Tech,INFJ,Cybersecurity Analyst
Priya_1903,94,80,Commerce,"Python, Deep Learning, ML",Tech,INFJ,Data Analyst
Sneha_1904,64,65,Science,"Adobe Suite, Communication, Graphic Design",Art,ENFP,Film Director
Maya_1905,68,84,Commerce,"Film Making, Adobe Suite, Writing",Art,ENFP,Film Director
Aditi_1906,60,78,Science,"ML, AI, Cybersecurity",Tech,INTJ,AI Engineer
Maya_1907,75,92,Arts,"Financial Analysis, Management, Analytics",Business,INTP,Accountant
Aditi_1908,83,83,Arts,"Adobe Suite, Storytelling, Graphic Design",Art,ESTJ,Graphic Designer
Arun_1909,100,73,Commerce,"Excel, Accounting, Sales",Business,ISFP,Accountant
Karan_1910,90,93,Science,"Networking, Statistics, Data Analysis",Tech,ISTJ,Data Scientist
Rahul_1911,89,90,Commerce,"Storytelling, Creativity, Film Making",Art,INTJ,Film Director
Maya_1912,79,83,Arts,"Communication, Adobe Suite, Writing",Art,ENFP,Content Writer
Ravi_1913,74,64,Science,"Networking, AI, ML",Tech,INTJ,Cybersecurity Analyst
Karan_1914,72,72,Arts,"Graphic Design, Film Making, Adobe Suite",Art,INTP,Content Writer
Ravi_1915,70,75,Arts,"Creativity, Graphic Design, Communication",Art,ENTJ,Graphic Designer
Sneha_1916,89,85,Commerce,"Adobe Suite, Film Making, Writing",Art,ESTJ,Graphic Designer
John_1917,81,90,Commerce,"Data Analysis, Cybersecurity, ML",Tech,ENTJ,AI Engineer
Sneha_1918,61,96,Arts,"Accounting, Analytics, Financial Analysis",Business,ENFP,Marketing Manager
Neha_1919,78,86,Commerce,"Storytelling, Writing, Adobe Suite",Art,INTJ,Graphic Designer
John_1920,67,100,Arts,"Statistics, Cybersecurity, AI",Tech,INTP,Data Analyst
Rahul_1921,89,99,Science,"Communication, Graphic Design, Storytelling",Art,ENFP,Graphic Designer
Rahul_1922,77,76,Commerce,"Analytics, Management, Marketing",Business,ESTJ,Business Analyst
Karan_1923,97,60,Science,"Management, Financial Analysis, Accounting",Business,ISTJ,Business Analyst
Ravi_1924,88,73,Arts,"ML, Python, Data Analysis",Tech,ENTJ,Data Analyst
Priya_1925,90,96,Arts,"Analytics, Marketing, Management",Business,INTJ,Business Analyst
Rahul_1926,65,85,Arts,"Networking, AI, Statistics",Tech,ESTJ,Data Scientist
Arun_1927,78,85,Commerce,"Financial Analysis, Marketing, Sales",Business,INTJ,Marketing Manager
Priya_1928,93,62,Arts,"Writing, Communication, Graphic Design",Art,INTP,Content Writer
Arun_1929,91,66,Arts,"Python, Deep Learning, Networking",Tech,INFJ,Cybersecurity Analyst
Arun_1930,79,66,Science,"Adobe Suite, Creativity, Graphic Design",Art,INTJ,Film Director
Maya_1931,85,90,Science,"Adobe Suite, Storytelling, Creativity",Art,INTP,Content Writer
Ravi_1932,79,98,Science,"Python, Statistics, Cybersecurity",Tech,INFJ,Data Analyst
Ravi_1933,91,66,Commerce,"Adobe Suite, Storytelling, Writing",Art,INFJ,Film Director
Neha_1934,97,80,Arts,"Financial Analysis, Analytics, Marketing",Business,ENTJ,Business Analyst
Neha_1935,85,64,Commerce,"Marketing, Excel, Sales",Business,ENFP,Business Analyst
Sneha_1936,78,97,Science,"Storytelling, Film Making, Graphic Design",Art,INFJ,Graphic Designer
Aditi_1937,72,61,Arts,"Creativity, Writing, Storytelling",Art,INFJ,Film Director
John_1938,64,87,Arts,"Sales, Analytics, Accounting",Business,INFP,Business Analyst
John_1939,85,77,Science,"Financial Analysis, Accounting, Excel",Business,INTP,Business Analyst
Arun_1940,77,78,Commerce,"Storytelling, Writing, Communication",Art,INFJ,Film Director
John_1941,75,90,Arts,"Graphic Design, Creativity, Film Making",Art,ENFP,Film Director
Neha_1942,98,82,Science,"Python, Data Analysis, ML",Tech,INTJ,Data Scientist
Priya_1943,60,96,Science,"Communication, Film Making, Creativity",Art,ENFP,Graphic Designer
Rahul_1944,75,95,Science,"Communication, Creativity, Graphic Design",Art,ESTJ,Film Director
Rahul_1945,82,87,Commerce,"Sales, Financial Analysis, Excel",Business,INFP,Accountant
John_1946,75,69,Commerce,"Excel, Accounting, Management",Business,INTJ,Marketing Manager
Ravi_1947,97,91,Commerce,"Deep Learning, Networking, ML",Tech,INTJ,Cybersecurity Analyst
Rahul_1948,76,93,Science,"Excel, Analytics, Sales",Business,ENFP,Marketing Manager
Rahul_1949,92,99,Arts,"Film Making, Communication, Writing",Art,INFJ,Content Writer
John_1950,61,63,Science,"Adobe Suite, Film Making, Communication",Art,ENTJ,Film Director
Priya_1951,79,78,Arts,"Graphic Design, Film Making, Adobe Suite",Art,ENTJ,Content Writer
Arun_1952,90,95,Science,"Python, AI, Networking",Tech,ESTJ,Data Scientist
Arun_1953,77,66,Arts,"Marketing, Sales, Accounting",Business,ENTJ,Business Analyst
Rahul_1954,96,69,Commerce,"Writing, Film Making, Adobe Suite",Art,ESTJ,Film Director
John_1955,93,83,Arts,"Sales, Accounting, Analytics",Business,INFP,Accountant
Arun_1956,76,79,Arts,"Sales, Financial Analysis, Analytics",Business,ISTJ,Business Analyst
Arun_1957,73,61,Arts,"Analytics, Financial Analysis, Management",Business,INTP,Marketing Manager
John_1958,88,88,Commerce,"Deep Learning, AI, ML",Tech,ENFP,Data Scientist
Ravi_1959,100,70,Arts,"Communication, Creativity, Writing",Art,INFP,Graphic Designer
John_1960,68,64,Arts,"Graphic Design, Storytelling, Writing",Art,INTJ,Film Director
Arun_1961,84,63,Science,"Analytics, Accounting, Financial Analysis",Business,INFP,Marketing Manager
Ravi_1962,78,87,Arts,"Writing, Storytelling, Graphic Design",Art,INFJ,Graphic Designer
Karan_1963,90,89,Commerce,"Financial Analysis, Sales, Excel",Business,ENTJ,Business Analyst
Ravi_1964,67,78,Science,"Data Analysis, Cybersecurity, Python",Tech,ISFP,Cybersecurity Analyst
Priya_1965,94,90,Science,"Data Analysis, ML, Cybersecurity",Tech,INFJ,AI Engineer
Aditi_1966,60,90,Commerce,"Creativity, Adobe Suite, Communication",Art,ENFP,Film Director
Sneha_1967,93,62,Science,"Film Making, Communication, Writing",Art,INFP,Film Director
Sneha_1968,83,95,Commerce,"Financial Analysis, Accounting, Excel",Business,ISTJ,Marketing Manager
Arun_1969,96,71,Science,"Excel, Marketing, Accounting",Business,ISTJ,Marketing Manager
John_1970,77,81,Science,"AI, Data Analysis, Python",Tech,INTJ,Data Analyst
Sneha_1971,77,66,Science,"Accounting, Management, Marketing",Business,ISTJ,Accountant
Neha_1972,80,62,Science,"Financial Analysis, Analytics, Management",Business,ISFP,Marketing Manager
Ravi_1973,95,88,Commerce,"Analytics, Marketing, Management",Business,ISTJ,Marketing Manager
Sneha_1974,86,83,Commerce,"Statistics, Data Analysis, Deep Learning",Tech,INFP,Data Analyst
John_1975,79,93,Commerce,"Creativity, Graphic Design, Communication",Art,INFJ,Graphic Designer
Aditi_1976,76,75,Arts,"Networking, Cybersecurity, Python",Tech,INFP,AI Engineer
Priya_1977,78,89,Arts,"Deep Learning, AI, Python",Tech,INTP,AI Engineer
Arun_1978,96,90,Science,"Data Analysis, ML, Deep Learning",Tech,INFJ,AI Engineer
Aditi_1979,73,68,Arts,"Financial Analysis, Excel, Management",Business,INTJ,Marketing Manager
Rahul_1980,61,85,Arts,"Deep Learning, Python, Statistics",Tech,INFP,Data Scientist
Neha_1981,90,90,Science,"Deep Learning, Cybersecurity, ML",Tech,INFP,Data Analyst
Sneha_1982,74,64,Arts,"ML, Networking, AI",Tech,ISTJ,Data Scientist
Priya_1983,75,77,Arts,"Management, Sales, Excel",Business,INTP,Accountant
John_1984,65,74,Commerce,"Marketing, Sales, Excel",Business,INTP,Business Analyst
Ravi_1985,87,80,Arts,"Financial Analysis, Management, Accounting",Business,INTP,Business Analyst
Rahul_1986,82,68,Arts,"Film Making, Storytelling, Adobe Suite",Art,ENFP,Film Director
Ravi_1987,63,100,Commerce,"Analytics, Accounting, Marketing",Business,INFP,Business Analyst
Rahul_1988,67,81,Science,"Python, AI, Deep Learning",Tech,ESTJ,AI Engineer
Priya_1989,88,65,Science,"AI, Cybersecurity, Networking",Tech,ISFP,Data Analyst
Ravi_1990,76,92,Science,"Analytics, Sales, Accounting",Business,INTP,Accountant
Arun_1991,85,66,Arts,"Film Making, Communication, Adobe Suite",Art,ENFP,Content Writer
Maya_1992,63,65,Science,"Marketing, Excel, Management",Business,ESTJ,Business Analyst
Arun_1993,60,84,Science,"Python, Statistics, Cybersecurity",Tech,ISTJ,AI Engineer
Neha_1994,97,87,Arts,"Financial Analysis, Excel, Accounting",Business,INTJ,Marketing Manager
Neha_1995,82,77,Commerce,"Analytics, Excel, Management",Business,INFP,Accountant
Ravi_1996,88,98,Commerce,"Excel, Marketing, Analytics",Business,ENFP,Marketing Manager
Arun_1997,69,89,Commerce,"Deep Learning, Data Analysis, Statistics",Tech,INFP,Cybersecurity Analyst
Neha_1998,76,67,Science,"Film Making, Creativity, Graphic Design",Art,INFJ,Graphic Designer
Priya_1999,64,71,Commerce,"Sales, Accounting, Financial Analysis",Business,INFP,Business Analyst
Arun_2000,75,98,Science,"Deep Learning, ML, Data Analysis",Tech,INFP,Data Analyst
Rahul_2001,83,76,Science,"Adobe Suite, Creativity, Storytelling",Art,INFP,Graphic Designer
Aditi_2002,67,81,Commerce,"Storytelling, Graphic Design, Creativity",Art,ESTJ,Film Director
Maya_2003,97,86,Commerce,"Writing, Adobe Suite, Communication",Art,INTP,Content Writer
Sneha_2004,85,90,Arts,"Python, Cybersecurity, Deep Learning",Tech,ENTJ,Data Scientist
Karan_2005,92,86,Arts,"Management, Excel, Accounting",Business,ESTJ,Marketing Manager
Neha_2006,100,69,Science,"Deep Learning, Statistics, Data Analysis",Tech,ISFP,Data Analyst
Maya_2007,92,99,Science,"Analytics, Sales, Excel",Business,ISTJ,Accountant
Karan_2008,94,99,Arts,"Data Analysis, Cybersecurity, Statistics",Tech,INTP,AI Engineer
Karan_2009,98,88,Commerce,"ML, Cybersecurity, Data Analysis",Tech,INFP,AI Engineer
Rahul_2010,90,94,Science,"Film Making, Adobe Suite, Storytelling",Art,INFJ,Graphic Designer
Ravi_2011,72,71,Commerce,"Sales, Accounting, Analytics",Business,ISFP,Business Analyst
Rahul_2012,75,96,Commerce,"AI, Statistics, Cybersecurity",Tech,ENTJ,Data Analyst
Arun_2013,88,71,Science,"Sales, Management, Marketing",Business,INTJ,Accountant
Sneha_2014,82,87,Arts,"Python, Data Analysis, Networking",Tech,ESTJ,Cybersecurity Analyst
Karan_2015,72,99,Science,"Marketing, Accounting, Financial Analysis",Business,INFJ,Marketing Manager
Sneha_2016,96,97,Science,"AI, Networking, Python",Tech,INTJ,Data Scientist
Rahul_2017,67,71,Science,"Film Making, Graphic Design, Communication",Art,ENTJ,Film Director
Arun_2018,64,97,Commerce,"Adobe Suite, Storytelling, Graphic Design",Art,INFP,Graphic Designer
Ravi_2019,70,80,Arts,"Writing, Storytelling, Adobe Suite",Art,ISTJ,Film Director
John_2020,62,76,Commerce,"Financial Analysis, Analytics, Management",Business,INTP,Business Analyst
Karan_2021,89,77,Science,"Management, Financial Analysis, Sales",Business,ESTJ,Accountant
Arun_2022,84,78,Commerce,"Graphic Design, Storytelling, Writing",Art,INTJ,Graphic Designer
Rahul_2023,90,74,Arts,"Financial Analysis, Marketing, Sales",Business,INTJ,Accountant
Karan_2024,62,60,Science,"AI, Deep Learning, ML",Tech,ESTJ,Cybersecurity Analyst
Aditi_2025,99,80,Commerce,"Film Making, Storytelling, Creativity",Art,ESTJ,Content Writer
Maya_2026,63,96,Commerce,"Statistics, Python, Cybersecurity",Tech,ESTJ,Cybersecurity Analyst
Aditi_2027,84,91,Arts,"Writing, Graphic Design, Adobe Suite",Art,ENTJ,Content Writer
Sneha_2028,84,89,Science,"Creativity, Communication, Writing",Art,INFP,Film Director
John_2029,77,94,Commerce,"Deep Learning, Python, ML",Tech,INTJ,Data Scientist
Sneha_2030,77,94,Commerce,"Storytelling, Creativity, Graphic Design",Art,ENFP,Graphic Designer
Maya_2031,65,96,Commerce,"Adobe Suite, Creativity, Graphic Design",Art,INTP,Graphic Designer
Priya_2032,92,71,Science,"Cybersecurity, Networking, Statistics",Tech,INTJ,Cybersecurity Analyst
Neha_2033,83,83,Commerce,"Marketing, Sales, Excel",Business,INFJ,Accountant
Karan_2034,85,66,Arts,"Adobe Suite, Graphic Design, Film Making",Art,INFP,Content Writer
John_2035,62,85,Arts,"Sales, Analytics, Financial Analysis",Business,INTP,Marketing Manager
Ravi_2036,81,76,Commerce,"Accounting, Marketing, Excel",Business,ENFP,Marketing Manager
Aditi_2037,94,79,Arts,"Marketing, Analytics, Excel",Business,ENTJ,Accountant
John_2038,98,81,Arts,"Statistics, AI, Networking",Tech,ISFP,Data Scientist
Karan_2039,90,62,Arts,"Film Making, Graphic Design, Adobe Suite",Art,ENFP,Film Director
Sneha_2040,83,76,Science,"Marketing, Analytics, Accounting",Business,INTP,Marketing Manager
Arun_2041,82,70,Commerce,"Data Analysis, Python, Deep Learning",Tech,INTP,Data Scientist
Karan_2042,61,66,Arts,"Management, Sales, Excel",Business,INTP,Accountant
Aditi_2043,66,74,Science,"Film Making, Communication, Creativity",Art,ENTJ,Content Writer
Priya_2044,81,78,Commerce,"Adobe Suite, Creativity, Communication",Art,INFJ,Graphic Designer
John_2045,84,70,Arts,"Film Making, Graphic Design, Creativity",Art,ISFP,Content Writer
Priya_2046,71,74,Science,"Graphic Design, Communication, Adobe Suite",Art,ENTJ,Film Director
Rahul_2047,93,80,Arts,"Storytelling, Graphic Design, Creativity",Art,ENTJ,Film Director
Maya_2048,92,81,Commerce,"Accounting, Financial Analysis, Marketing",Business,ENTJ,Marketing Manager
Sneha_2049,98,79,Commerce,"Graphic Design, Writing, Adobe Suite",Art,ENFP,Graphic Designer
Maya_2050,80,97,Science,"Accounting, Financial Analysis, Excel",Business,INFJ,Marketing Manager
John_2051,77,64,Arts,"Management, Sales, Marketing",Business,ISFP,Business Analyst
Arun_2052,92,66,Science,"Marketing, Analytics, Accounting",Business,ESTJ,Accountant
Karan_2053,75,69,Commerce,"Financial Analysis, Sales, Management",Business,INTJ,Accountant
Maya_2054,94,93,Arts,"Analytics, Accounting, Financial Analysis",Business,INTJ,Marketing Manager
Arun_2055,93,65,Science,"Sales, Analytics, Excel",Business,ENFP,Business Analyst
Maya_2056,86,92,Arts,"Networking, ML, Deep Learning",Tech,INFJ,AI Engineer
Rahul_2057,63,64,Science,"Cybersecurity, Deep Learning, Data Analysis",Tech,ISFP,Data Analyst
Sneha_2058,91,98,Commerce,"Writing, Graphic Design, Adobe Suite",Art,INTJ,Graphic Designer
Ravi_2059,67,75,Arts,"Financial Analysis, Management, Analytics",Business,INFP,Business Analyst
Ravi_2060,66,66,Arts,"Sales, Excel, Analytics",Business,ISTJ,Accountant
Rahul_2061,91,73,Science,"Statistics, Python, Networking",Tech,ISTJ,Data Analyst
Priya_2062,66,88,Science,"Marketing, Excel, Management",Business,INFP,Business Analyst
Aditi_2063,90,97,Arts,"Accounting, Analytics, Marketing",Business,INTJ,Marketing Manager
Ravi_2064,97,99,Arts,"Cybersecurity, AI, ML",Tech,ISFP,AI Engineer
Priya_2065,74,74,Commerce,"Python, Cybersecurity, Data Analysis",Tech,ESTJ,Data Analyst
Aditi_2066,79,74,Arts,"Accounting, Management, Sales",Business,ENTJ,Accountant
John_2067,98,97,Arts,"AI, Data Analysis, Networking",Tech,INFP,AI Engineer
